Date,Revenue,COGS,order_count,item_count,product_count,customer_count,total_discount,total_refund,avg_delivery_days,sessions,unique_visitors,page_views,bounce_rate,day_of_week,month,year,is_weekend,promo_count,promo_avg_percentage_discount,promo_max_percentage_discount,promo_total_percentage_discount,promo_avg_fixed_discount_vnd,promo_max_fixed_discount_vnd,promo_total_fixed_discount_vnd,is_promo_day
2015-01-03,1176312.94,876576.96,61,272,52,61,0.0,17568.64,4.689655172413793,11528.0,8833.0,40725.0,0.00383,5,1,2015,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2015-01-04,2651400.23,2169221.09,106,568,81,104,0.0,6150.47,4.75,10546.0,7828.0,51512.0,0.00559,6,1,2015,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2015-01-05,2457539.39,1930809.0,88,491,91,87,0.0,79329.76,4.144444444444445,11328.0,9200.0,48905.0,0.00357,0,1,2015,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2015-01-06,1621284.62,1301383.65,55,270,53,55,0.0,86086.7,4.666666666666667,9268.0,7471.0,38649.0,0.0051,1,1,2015,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2015-01-07,1981408.07,1560596.56,76,413,70,75,0.0,27616.55,4.430232558139535,10147.0,7857.0,33888.0,0.00572,2,1,2015,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2015-01-08,1318438.15,1057739.56,58,303,55,58,0.0,105266.19,4.564516129032258,8997.0,6847.0,34451.0,0.00358,3,1,2015,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2015-01-09,2144901.8,1679915.91,81,431,66,81,0.0,22472.4,4.428571428571429,12849.0,10119.0,58922.0,0.00477,4,1,2015,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2015-01-10,1830727.22,1385986.39,79,379,69,79,0.0,58112.61,4.32,11873.0,8645.0,64601.0,0.00342,5,1,2015,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2015-01-11,3254430.17,2604455.39,129,630,82,127,0.0,121452.41,4.016129032258065,11735.0,8824.0,58810.0,0.0037,6,1,2015,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2015-01-12,2427966.79,1902989.93,92,430,68,91,0.0,89221.98999999999,4.505263157894737,12986.0,10533.0,59184.0,0.00366,0,1,2015,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2015-01-13,2138729.21,1742327.89,76,392,61,75,0.0,111069.35,4.506329113924051,11908.0,9263.0,38118.0,0.00429,1,1,2015,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2015-01-14,2835456.9,2191456.13,95,500,74,95,0.0,30445.23,4.548387096774194,12735.0,9340.0,50389.0,0.00507,2,1,2015,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2015-01-15,2047933.05,1631831.77,83,386,73,83,0.0,63494.14,4.552631578947368,12630.0,9430.0,45764.0,0.00348,3,1,2015,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2015-01-16,2569213.44,2030636.7,94,488,82,94,0.0,161708.44,4.446808510638298,11982.0,8884.0,42069.0,0.00554,4,1,2015,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2015-01-17,2588700.22,2035239.72,115,528,86,115,0.0,49029.99,4.6923076923076925,10268.0,7696.0,50373.0,0.00496,5,1,2015,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2015-01-18,3021302.7,2433685.6,122,595,96,122,0.0,73804.84,4.698412698412699,10164.0,7618.0,54711.0,0.00522,6,1,2015,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2015-01-19,2851705.68,2258471.9,115,578,95,115,0.0,100507.02,4.4035087719298245,11734.0,8493.0,49230.0,0.00516,0,1,2015,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2015-01-20,2455411.13,1957537.38,93,475,81,93,0.0,65244.15,4.458333333333333,10857.0,8425.0,50716.0,0.00514,1,1,2015,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2015-01-21,2603856.87,2019373.54,91,454,79,91,0.0,69975.18,4.329670329670329,11368.0,8795.0,37330.0,0.00558,2,1,2015,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2015-01-22,2683523.21,2190572.01,108,527,93,107,0.0,150430.65,4.462264150943396,12159.0,9424.0,53924.0,0.00383,3,1,2015,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2015-01-23,2703262.73,2149537.87,107,588,94,105,0.0,41898.48,4.709090909090909,13034.0,10656.0,62656.0,0.00508,4,1,2015,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2015-01-24,4004609.82,3181968.24,143,745,115,143,0.0,95376.38,4.521428571428571,12673.0,9972.0,52366.0,0.00449,5,1,2015,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2015-01-25,4665645.74,3747345.78,165,876,113,164,0.0,110179.01000000001,4.562874251497006,10995.0,8907.0,48943.0,0.00551,6,1,2015,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2015-01-26,4084367.08,3209020.3,152,856,110,151,0.0,51230.06,4.602836879432624,12273.0,9523.0,52623.0,0.00366,0,1,2015,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2015-01-27,3116141.82,2455632.77,120,592,88,120,0.0,66562.78,4.711864406779661,12089.0,9078.0,39559.0,0.00398,1,1,2015,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2015-01-28,4612174.41,3603868.33,188,1061,130,183,0.0,100064.52,4.574257425742574,12441.0,9685.0,50069.0,0.00544,2,1,2015,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2015-01-29,5300109.93,4295752.25,193,992,124,191,0.0,102761.23000000001,4.367021276595745,12264.0,8882.0,42039.0,0.00336,3,1,2015,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2015-01-30,4336302.07,3457573.62,174,913,115,169,8990.53,188961.41,4.375690607734807,11133.0,7908.0,44130.0,0.00397,4,1,2015,0,1.0,15.0,15.0,15.0,0.0,0.0,0.0,1
2015-01-31,4195901.17,3269383.7,180,926,127,180,21203.74,159968.12,4.229166666666667,10453.0,7595.0,51485.0,0.00435,5,1,2015,1,1.0,15.0,15.0,15.0,0.0,0.0,0.0,1
2015-02-01,4977201.37,4063980.38,186,978,143,185,48158.13,65619.67,4.597883597883598,15593.0,11059.0,53441.0,0.0052,6,2,2015,1,1.0,15.0,15.0,15.0,0.0,0.0,0.0,1
2015-02-02,2901454.29,2325361.53,98,460,80,98,46481.45,34969.450000000004,4.707865168539326,15910.0,13006.0,61981.0,0.00477,0,2,2015,0,1.0,15.0,15.0,15.0,0.0,0.0,0.0,1
2015-02-03,1779457.49,1427675.21,71,341,67,70,57451.9,72634.1,4.864864864864865,15721.0,11891.0,59210.0,0.00342,1,2,2015,0,1.0,15.0,15.0,15.0,0.0,0.0,0.0,1
2015-02-04,2496729.14,2129083.48,99,489,78,97,55665.62,43669.05,4.466666666666667,17552.0,12726.0,92236.0,0.00346,2,2,2015,0,1.0,15.0,15.0,15.0,0.0,0.0,0.0,1
2015-02-05,2500351.24,2064567.04,86,437,77,84,79577.78,98463.89,4.380952380952381,16196.0,12951.0,75150.0,0.00537,3,2,2015,0,1.0,15.0,15.0,15.0,0.0,0.0,0.0,1
2015-02-06,3457294.9,2699578.13,115,582,84,115,60082.49,186390.75999999998,4.872549019607843,17363.0,13848.0,59004.0,0.00434,4,2,2015,0,1.0,15.0,15.0,15.0,0.0,0.0,0.0,1
2015-02-07,3570886.94,2952636.69,142,678,107,141,94474.78,110546.55,4.666666666666667,18408.0,14137.0,78214.0,0.00368,5,2,2015,1,1.0,15.0,15.0,15.0,0.0,0.0,0.0,1
2015-02-08,4197082.23,3455113.24,160,830,112,160,135686.19,59268.78,4.6158940397351,16090.0,12699.0,72582.0,0.00555,6,2,2015,1,1.0,15.0,15.0,15.0,0.0,0.0,0.0,1
2015-02-09,4490187.64,3675813.84,140,767,107,139,105429.88,63285.4,4.25,17476.0,12915.0,60213.0,0.00559,0,2,2015,0,1.0,15.0,15.0,15.0,0.0,0.0,0.0,1
2015-02-10,2813867.9,2247526.75,118,639,98,118,92785.12,86441.91,4.3826086956521735,18527.0,13995.0,66887.0,0.00461,1,2,2015,0,1.0,15.0,15.0,15.0,0.0,0.0,0.0,1
2015-02-11,3311241.3,2623112.64,123,651,92,122,76008.59,123480.95999999999,4.517241379310345,18408.0,14673.0,81784.0,0.0037,2,2,2015,0,1.0,15.0,15.0,15.0,0.0,0.0,0.0,1
2015-02-12,3468141.29,2797170.91,132,657,97,131,90071.08,126132.56000000001,4.184,16304.0,13006.0,62018.0,0.00398,3,2,2015,0,1.0,15.0,15.0,15.0,0.0,0.0,0.0,1
2015-02-13,4164849.99,3458801.88,152,833,120,151,116359.02,191261.91,4.57051282051282,20518.0,15147.0,76117.0,0.0037,4,2,2015,0,1.0,15.0,15.0,15.0,0.0,0.0,0.0,1
2015-02-14,4312422.12,3541992.72,171,947,107,170,145885.49,121627.42,4.368715083798882,13711.0,9875.0,60627.0,0.00396,5,2,2015,1,1.0,15.0,15.0,15.0,0.0,0.0,0.0,1
2015-02-15,4757224.49,3925128.98,201,1051,138,201,149895.32,72543.0,4.341708542713568,17280.0,12439.0,68446.0,0.00426,6,2,2015,1,1.0,15.0,15.0,15.0,0.0,0.0,0.0,1
2015-02-16,4817928.66,3988291.36,219,1066,126,217,154449.84,168950.37,4.673170731707317,17693.0,12413.0,89965.0,0.00504,0,2,2015,0,1.0,15.0,15.0,15.0,0.0,0.0,0.0,1
2015-02-17,4293160.67,3537248.79,142,727,97,142,109270.43000000001,81886.26999999999,4.644444444444445,16802.0,12521.0,74388.0,0.00445,1,2,2015,0,1.0,15.0,15.0,15.0,0.0,0.0,0.0,1
2015-02-18,3209407.04,2685036.44,135,579,95,134,64071.59,172792.04,4.425196850393701,16725.0,12085.0,61913.0,0.00367,2,2,2015,0,1.0,15.0,15.0,15.0,0.0,0.0,0.0,1
2015-02-19,3793775.02,3109300.19,153,797,106,152,105122.64,75610.37,4.326530612244898,16363.0,12198.0,79512.0,0.0041,3,2,2015,0,1.0,15.0,15.0,15.0,0.0,0.0,0.0,1
2015-02-20,4760336.65,3942085.3,176,938,123,176,146013.53,188699.96000000002,4.195530726256983,18730.0,15092.0,95572.0,0.00454,4,2,2015,0,1.0,15.0,15.0,15.0,0.0,0.0,0.0,1
2015-02-21,4368539.08,3544819.23,198,931,125,195,154322.68,59499.11,4.756613756613756,15952.0,11280.0,70645.0,0.00499,5,2,2015,1,1.0,15.0,15.0,15.0,0.0,0.0,0.0,1
2015-02-22,5784606.22,4804964.15,224,1167,133,221,165411.53,161978.87,4.431111111111111,16431.0,13211.0,79486.0,0.00433,6,2,2015,1,1.0,15.0,15.0,15.0,0.0,0.0,0.0,1
2015-02-23,7360399.98,5966271.62,275,1473,151,273,191887.67,310137.36,4.4963235294117645,14463.0,11021.0,50731.0,0.00449,0,2,2015,0,1.0,15.0,15.0,15.0,0.0,0.0,0.0,1
2015-02-24,5473140.47,4450268.77,212,996,117,211,108607.49,122568.78,4.587064676616915,17173.0,13667.0,71689.0,0.00513,1,2,2015,0,1.0,15.0,15.0,15.0,0.0,0.0,0.0,1
2015-02-25,8502202.85,7083827.01,375,1942,181,373,288697.6,219358.01,4.605670103092783,14450.0,11692.0,51345.0,0.00553,2,2,2015,0,1.0,15.0,15.0,15.0,0.0,0.0,0.0,1
2015-02-26,6528340.52,5386905.64,257,1305,141,255,151171.13,227511.85,4.652,18508.0,15057.0,88646.0,0.00403,3,2,2015,0,1.0,15.0,15.0,15.0,0.0,0.0,0.0,1
2015-02-27,4695415.58,3896449.69,196,967,121,194,154999.44,84847.51000000001,4.597989949748744,14926.0,11229.0,53940.0,0.00545,4,2,2015,0,1.0,15.0,15.0,15.0,0.0,0.0,0.0,1
2015-02-28,3896812.17,3287398.94,159,837,112,158,109392.42,121234.13,4.614906832298137,15722.0,11744.0,83724.0,0.00401,5,2,2015,1,1.0,15.0,15.0,15.0,0.0,0.0,0.0,1
2015-03-01,4612623.19,3760240.57,201,971,134,201,122033.92,63067.19,4.654822335025381,21480.0,17584.0,81546.0,0.00414,6,3,2015,1,1.0,15.0,15.0,15.0,0.0,0.0,0.0,1
2015-03-02,1204115.66,996728.16,44,206,37,43,0.0,4647.07,5.046511627906977,22178.0,17801.0,84529.0,0.00567,0,3,2015,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2015-03-03,2971078.12,2450231.82,88,437,73,88,0.0,87364.18000000001,4.421686746987952,23311.0,16676.0,118505.0,0.00396,1,3,2015,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2015-03-04,3275231.73,2540097.74,114,526,90,112,0.0,60750.439999999995,4.509615384615385,20723.0,16144.0,99756.0,0.00434,2,3,2015,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2015-03-05,3623778.02,2818823.69,130,631,104,128,0.0,81414.23,4.443478260869565,24841.0,19625.0,110043.0,0.00384,3,3,2015,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2015-03-06,4126698.63,3333077.32,113,554,68,113,0.0,119735.6,4.83,23903.0,18195.0,115420.0,0.00379,4,3,2015,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2015-03-07,3652751.16,2946148.77,122,667,97,120,0.0,277894.85,4.353383458646617,20579.0,16101.0,83988.0,0.00384,5,3,2015,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2015-03-08,3679065.16,2903799.07,124,650,94,122,0.0,89948.94,4.6923076923076925,23101.0,16215.0,83326.0,0.00425,6,3,2015,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2015-03-09,4520902.2,3610296.4,171,822,129,168,0.0,69585.28,4.540697674418604,23240.0,17341.0,117770.0,0.00544,0,3,2015,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2015-03-10,5042080.93,3980962.03,167,877,112,165,0.0,101583.7,4.6075949367088604,23566.0,17258.0,107264.0,0.00547,1,3,2015,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2015-03-11,6098020.8,4928286.75,240,1183,155,236,0.0,232852.62,4.581896551724138,22870.0,16676.0,97024.0,0.0043,2,3,2015,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2015-03-12,4869770.72,3760439.95,184,990,124,182,0.0,296671.31,4.580310880829016,28148.0,22855.0,147647.0,0.00566,3,3,2015,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2015-03-13,3474969.89,2712283.16,135,651,108,135,0.0,106074.32,4.546875,21363.0,15687.0,117397.0,0.00572,4,3,2015,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2015-03-14,4711284.42,3671123.8,172,871,111,170,0.0,39027.2,4.523529411764706,22276.0,17876.0,89445.0,0.0045,5,3,2015,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2015-03-15,5040735.75,4008157.53,198,1022,134,197,0.0,59405.36,4.223350253807107,22351.0,15744.0,120642.0,0.00361,6,3,2015,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2015-03-16,5602879.7,4422966.9,212,1020,148,210,0.0,222464.15,4.4363636363636365,24269.0,19775.0,108034.0,0.00469,0,3,2015,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2015-03-17,5692241.74,4623906.32,238,1246,137,236,0.0,171546.94,4.542016806722689,21379.0,16480.0,69949.0,0.00391,1,3,2015,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2015-03-18,6793794.72,5583548.33,274,1331,165,274,158915.14,146025.03,4.4869888475836435,18253.0,14079.0,88133.0,0.00349,2,3,2015,0,1.0,12.0,12.0,12.0,0.0,0.0,0.0,1
2015-03-19,6012381.06,5053767.27,236,1171,144,235,257056.31,281421.41,4.623376623376624,23852.0,18973.0,85968.0,0.00441,3,3,2015,0,1.0,12.0,12.0,12.0,0.0,0.0,0.0,1
2015-03-20,4887915.96,4122124.89,208,1053,131,204,204859.15,140192.59,4.478260869565218,19678.0,15237.0,70975.0,0.00492,4,3,2015,0,1.0,12.0,12.0,12.0,0.0,0.0,0.0,1
2015-03-21,4566270.71,4002288.11,199,966,125,197,379504.51,126827.78,4.758974358974359,26207.0,20418.0,100420.0,0.0037,5,3,2015,1,1.0,12.0,12.0,12.0,0.0,0.0,0.0,1
2015-03-22,5271032.0,4721422.49,222,1116,144,220,632523.86,143686.11000000002,4.355769230769231,21331.0,16844.0,89042.0,0.00499,6,3,2015,1,1.0,12.0,12.0,12.0,0.0,0.0,0.0,1
2015-03-23,5172623.98,4663072.48,222,1112,132,222,620714.88,140885.53,4.387387387387387,21839.0,15483.0,115455.0,0.00401,0,3,2015,0,1.0,12.0,12.0,12.0,0.0,0.0,0.0,1
2015-03-24,6187718.83,5662250.07,280,1404,162,277,742526.4,216515.26,4.338345864661654,23120.0,18841.0,108910.0,0.0044,1,3,2015,0,1.0,12.0,12.0,12.0,0.0,0.0,0.0,1
2015-03-25,6763449.95,6062883.43,314,1553,185,313,811613.97,127142.53,4.3625,22944.0,18479.0,126137.0,0.00393,2,3,2015,0,1.0,12.0,12.0,12.0,0.0,0.0,0.0,1
2015-03-26,6983791.47,6190732.25,307,1558,170,305,838055.0,250594.16,4.4743589743589745,27836.0,19713.0,131624.0,0.00349,3,3,2015,0,1.0,12.0,12.0,12.0,0.0,0.0,0.0,1
2015-03-27,5007891.27,4516109.24,231,1177,144,229,600946.91,126816.66,4.344186046511628,23381.0,18490.0,127905.0,0.0053,4,3,2015,0,1.0,12.0,12.0,12.0,0.0,0.0,0.0,1
2015-03-28,5941997.22,5296480.62,253,1283,162,252,713039.71,209818.99,4.463035019455253,23832.0,18925.0,108548.0,0.0048,5,3,2015,1,1.0,12.0,12.0,12.0,0.0,0.0,0.0,1
2015-03-29,6087900.7,5431213.47,269,1372,159,268,730548.08,251476.55,4.47191011235955,24705.0,19907.0,100168.0,0.00347,6,3,2015,1,1.0,12.0,12.0,12.0,0.0,0.0,0.0,1
2015-03-30,14251354.04,12890205.46,613,3058,274,605,1710162.45,240816.25,4.444444444444445,21988.0,15721.0,91135.0,0.00386,0,3,2015,0,1.0,12.0,12.0,12.0,0.0,0.0,0.0,1
2015-03-31,14813965.34,13306811.36,624,3234,259,616,1777675.91,521406.17,4.411290322580645,23712.0,17041.0,118451.0,0.00334,1,3,2015,0,1.0,12.0,12.0,12.0,0.0,0.0,0.0,1
2015-04-01,13697879.88,12323133.99,627,3217,258,618,1643745.7,385521.56,4.486068111455109,29410.0,23296.0,117637.0,0.00531,2,4,2015,0,1.0,12.0,12.0,12.0,0.0,0.0,0.0,1
2015-04-02,11638587.41,10494545.99,497,2491,234,493,1396630.43,403600.29000000004,4.40204081632653,30456.0,22808.0,137521.0,0.00407,3,4,2015,0,1.0,12.0,12.0,12.0,0.0,0.0,0.0,1
2015-04-03,10239965.04,9205352.56,455,2286,220,448,1228795.81,284789.8,4.543290043290043,31142.0,23705.0,131744.0,0.0057,4,4,2015,0,1.0,12.0,12.0,12.0,0.0,0.0,0.0,1
2015-04-04,4214414.51,3835706.41,147,752,99,147,505729.76,123952.34,4.7304964539007095,27051.0,22178.0,97672.0,0.00555,5,4,2015,1,1.0,12.0,12.0,12.0,0.0,0.0,0.0,1
2015-04-05,4549233.48,4060392.25,189,918,113,188,545908.04,248679.43000000002,4.694915254237288,34818.0,26213.0,179530.0,0.00351,6,4,2015,1,1.0,12.0,12.0,12.0,0.0,0.0,0.0,1
2015-04-06,5947351.85,5501604.96,227,1195,141,225,713682.2,280614.97000000003,4.4978354978354975,32488.0,25628.0,104296.0,0.00415,0,4,2015,0,1.0,12.0,12.0,12.0,0.0,0.0,0.0,1
2015-04-07,6969771.13,6115686.29,272,1283,160,269,836372.51,319480.54,4.460629921259843,37841.0,28534.0,193746.0,0.00447,1,4,2015,0,1.0,12.0,12.0,12.0,0.0,0.0,0.0,1
2015-04-08,6923568.08,6092200.11,268,1276,153,265,830828.22,168488.06,4.4765625,31407.0,23603.0,105754.0,0.00472,2,4,2015,0,1.0,12.0,12.0,12.0,0.0,0.0,0.0,1
2015-04-09,5334934.77,4630574.68,211,1068,126,209,640192.17,219816.58,4.373056994818653,33264.0,25339.0,131080.0,0.0033,3,4,2015,0,1.0,12.0,12.0,12.0,0.0,0.0,0.0,1
2015-04-10,5286341.9,4755107.84,236,1103,142,232,634361.05,236276.66,4.371794871794871,31701.0,23905.0,138034.0,0.00324,4,4,2015,0,1.0,12.0,12.0,12.0,0.0,0.0,0.0,1
2015-04-11,7223512.23,6692976.84,304,1464,172,300,866821.49,214095.21,4.458781362007168,32699.0,24505.0,156139.0,0.00348,5,4,2015,1,1.0,12.0,12.0,12.0,0.0,0.0,0.0,1
2015-04-12,6941143.47,6173613.48,292,1440,154,290,832937.22,229352.68,4.487719298245614,33695.0,23984.0,164092.0,0.00457,6,4,2015,1,1.0,12.0,12.0,12.0,0.0,0.0,0.0,1
2015-04-13,8008850.6,7198672.06,332,1611,175,329,961062.12,276740.05,4.520634920634921,32788.0,25880.0,169275.0,0.0042,0,4,2015,0,1.0,12.0,12.0,12.0,0.0,0.0,0.0,1
2015-04-14,9764966.49,8525033.47,443,2178,214,440,924428.0700000001,364411.81,4.505668934240362,31794.0,25698.0,162134.0,0.00483,1,4,2015,0,1.0,12.0,12.0,12.0,0.0,0.0,0.0,1
2015-04-15,8464241.45,7283839.1,341,1679,177,340,705519.91,195861.79,4.479876160990712,30748.0,23319.0,121391.0,0.00378,2,4,2015,0,1.0,12.0,12.0,12.0,0.0,0.0,0.0,1
2015-04-16,6025485.77,5033699.98,266,1301,166,265,387549.09,273036.5,4.419847328244275,30162.0,22150.0,117724.0,0.00421,3,4,2015,0,1.0,12.0,12.0,12.0,0.0,0.0,0.0,1
2015-04-17,6481493.13,5294636.04,254,1285,154,254,197561.03,346494.53,4.341563786008231,34071.0,26707.0,177596.0,0.00406,4,4,2015,0,1.0,12.0,12.0,12.0,0.0,0.0,0.0,1
2015-04-18,7432727.07,5745887.3,261,1270,148,258,0.0,292272.6,4.452282157676349,34778.0,24920.0,112807.0,0.00343,5,4,2015,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2015-04-19,6854069.17,5371424.19,264,1227,141,263,0.0,375964.45,4.394190871369295,34164.0,25611.0,119369.0,0.00575,6,4,2015,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2015-04-20,8942873.22,6952833.82,352,1687,192,350,0.0,340209.93,4.649122807017544,33331.0,27313.0,182278.0,0.00567,0,4,2015,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2015-04-21,11246554.8,8986101.87,429,2111,200,423,0.0,356832.84,4.470167064439141,29124.0,22796.0,130729.0,0.00491,1,4,2015,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2015-04-22,9099886.14,7216624.95,370,1722,188,368,0.0,354711.1,4.432203389830509,28703.0,20207.0,137953.0,0.00393,2,4,2015,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2015-04-23,7548994.85,5939101.06,291,1297,164,287,0.0,144355.8,4.565836298932385,33494.0,26912.0,158159.0,0.0041,3,4,2015,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2015-04-24,6578500.68,5143109.11,281,1304,147,280,0.0,241745.11000000002,4.686046511627907,31753.0,22949.0,170691.0,0.00438,4,4,2015,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2015-04-25,9981817.81,7741342.2,381,1895,177,379,0.0,409928.7,4.396739130434782,36571.0,26976.0,179957.0,0.00403,5,4,2015,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2015-04-26,8486257.42,6790371.72,352,1672,177,349,0.0,248840.46,4.5337243401759535,30907.0,23892.0,116178.0,0.00418,6,4,2015,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2015-04-27,11233528.64,8990933.6,431,2239,197,425,0.0,311228.25,4.543062200956938,34074.0,24139.0,114811.0,0.00504,0,4,2015,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2015-04-28,14371525.01,11368208.46,555,2825,227,553,0.0,422418.88,4.555147058823529,31168.0,23641.0,123478.0,0.00521,1,4,2015,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2015-04-29,15294818.22,12456433.34,628,3126,231,622,0.0,491827.91,4.380327868852459,35794.0,25274.0,128333.0,0.00417,2,4,2015,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2015-04-30,14911130.64,11744026.43,546,2893,218,539,0.0,580983.58,4.419064748201439,28994.0,22062.0,150712.0,0.00394,3,4,2015,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2015-05-01,11462217.29,9026019.09,469,2429,206,464,0.0,249078.35,4.5702127659574465,30846.0,24315.0,163628.0,0.00485,4,5,2015,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2015-05-02,8951414.69,7003240.14,360,1716,188,358,0.0,371693.98,4.440233236151603,33476.0,26822.0,182726.0,0.0051,5,5,2015,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2015-05-03,7902349.85,6325430.88,315,1599,171,314,0.0,287306.14,4.171428571428572,24534.0,20051.0,126935.0,0.00326,6,5,2015,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2015-05-04,4063632.19,3220456.05,132,671,101,131,0.0,206598.76,4.238095238095238,29719.0,20848.0,155249.0,0.00357,0,5,2015,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2015-05-05,4993358.48,3895803.59,175,838,115,174,0.0,176639.99,4.314814814814815,28430.0,20543.0,107343.0,0.00343,1,5,2015,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2015-05-06,5912157.02,4721080.32,201,998,132,201,0.0,187174.22999999998,4.427835051546392,27853.0,20910.0,131355.0,0.00391,2,5,2015,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2015-05-07,6417545.13,5062352.65,212,998,134,212,0.0,355680.89,4.384236453201971,24031.0,17827.0,83533.0,0.00493,3,5,2015,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2015-05-08,4654167.53,3561342.38,171,810,114,171,0.0,79122.53,4.693251533742331,29160.0,23034.0,109154.0,0.00429,4,5,2015,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2015-05-09,4178643.57,3269969.19,160,731,112,160,0.0,95809.39,4.6103896103896105,31489.0,23349.0,164844.0,0.00453,5,5,2015,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2015-05-10,5135747.06,3949880.44,210,998,140,209,0.0,135208.5,4.45,28854.0,20819.0,121753.0,0.00378,6,5,2015,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2015-05-11,6740124.2,5364204.35,241,1198,138,239,0.0,125080.67,4.602620087336245,30303.0,21569.0,101312.0,0.00498,0,5,2015,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2015-05-12,6877097.83,5464941.46,268,1334,159,265,0.0,275549.52,4.516129032258065,29164.0,20797.0,132743.0,0.00456,1,5,2015,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2015-05-13,8472230.27,6752088.25,314,1565,162,311,0.0,251074.89,4.433333333333334,28695.0,22220.0,132422.0,0.0043,2,5,2015,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2015-05-14,8373161.73,6566657.69,310,1535,169,307,0.0,467219.12,4.637873754152824,24060.0,17186.0,83908.0,0.00432,3,5,2015,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
